ItemID,Category,ItemName,Vendor,Location,Status,Quantity,UnitCost,TotalValue,ReorderPoint,ReorderQuantity,LeadTimeDays,LastOrderDate,PurchaseDate,WarrantyMonths,Department
ITEM1552,Switches,Dell Switches 9187,Dell,Branch-LA,Obsolete,7,494,3458,18,45,7,2024-03-06,2022-03-05,36,Operations
ITEM1553,Switches,HP Switches 4004,HP,Branch-Seattle,In Transit,98,1592,156016,7,34,20,2024-04-17,2022-02-20,12,Sales
ITEM1554,Switches,Apple Switches 9740,Apple,Branch-Chicago,In Transit,14,579,8106,15,62,24,2024-06-03,2024-05-06,12,HR
ITEM1555,Switches,Logitech Switches 3680,Logitech,Branch-Chicago,Under Repair,96,1300,124800,9,49,17,2024-04-19,2024-05-29,36,IT
ITEM1556,Switches,ASUS Switches 7723,ASUS,Branch-NY,Allocated,68,841,57188,19,61,14,2024-05-09,2022-10-01,24,Sales
ITEM1557,Switches,Logitech Switches 5243,Logitech,Branch-LA,Obsolete,32,460,14720,10,28,25,2024-10-26,2023-12-16,36,Engineering
ITEM1558,Switches,Samsung Switches 1098,Samsung,Branch-NY,In Stock,91,1350,122850,8,27,31,2024-02-01,2022-01-30,36,Marketing
ITEM1559,Switches,Samsung Switches 4528,Samsung,Remote-Stock,Obsolete,81,217,17577,10,53,15,2024-05-27,2022-12-06,48,Sales
ITEM1560,Switches,Samsung Switches 4981,Samsung,HQ-Warehouse,Out of Stock,0,337,0,16,20,23,2024-06-13,2023-07-16,12,HR
ITEM1561,Switches,Microsoft Switches 3520,Microsoft,Branch-LA,Obsolete,66,1238,81708,10,45,24,2024-02-22,2023-10-10,48,Operations
ITEM1562,Switches,ASUS Switches 2696,ASUS,Branch-Chicago,In Stock,8,1901,15208,6,64,21,2024-10-02,2023-11-16,36,HR
ITEM1563,Switches,Dell Switches 8466,Dell,Branch-LA,Obsolete,83,1959,162597,23,63,22,2024-05-09,2023-03-13,48,Sales
ITEM1564,Switches,LG Switches 6210,LG,HQ-Warehouse,Under Repair,59,496,29264,14,21,18,2024-06-12,2022-11-26,48,Finance
ITEM1565,Switches,HP Switches 5200,HP,Branch-Chicago,Under Repair,24,1402,33648,19,37,16,2024-06-07,2023-06-18,36,Engineering
ITEM1566,Switches,LG Switches 3015,LG,Remote-Stock,Obsolete,12,1218,14616,13,24,20,2024-08-21,2023-04-17,12,Finance
ITEM1567,Switches,Microsoft Switches 6589,Microsoft,HQ-Warehouse,In Transit,43,818,35174,12,66,31,2024-01-11,2023-07-19,36,Operations
ITEM1568,Switches,LG Switches 3159,LG,Branch-Seattle,In Transit,84,1523,127932,14,28,33,2024-07-05,2024-06-24,48,Engineering
ITEM1569,Switches,ASUS Switches 3805,ASUS,Remote-Stock,Allocated,43,1454,62522,14,43,11,2024-10-24,2024-05-18,36,Engineering
ITEM1570,Switches,ASUS Switches 3673,ASUS,Remote-Stock,In Transit,37,1935,71595,7,21,18,2024-05-22,2024-02-23,48,Engineering
ITEM1571,Switches,Microsoft Switches 3730,Microsoft,HQ-Warehouse,Allocated,11,1074,11814,23,24,13,2024-01-31,2023-09-16,48,HR
ITEM1572,Switches,Dell Switches 5994,Dell,Remote-Stock,In Stock,13,465,6045,18,53,6,2024-05-02,2022-06-17,48,Engineering
ITEM1573,Switches,Samsung Switches 4585,Samsung,Branch-LA,Obsolete,96,1277,122592,5,29,20,2024-01-24,2024-03-18,36,Sales
ITEM1574,Switches,ASUS Switches 6583,ASUS,HQ-Warehouse,Allocated,33,636,20988,20,30,20,2024-10-29,2022-02-07,36,IT
ITEM1575,Switches,Cisco Switches 5816,Cisco,Remote-Stock,In Transit,29,1402,40658,16,48,20,2024-01-23,2024-04-30,12,HR
ITEM1576,Servers,Dell Servers 4303,Dell,Branch-Chicago,Under Repair,80,1778,142240,23,67,16,2024-06-29,2024-06-30,12,Sales
ITEM1577,Servers,Lenovo Servers 7197,Lenovo,Remote-Stock,Under Repair,52,1319,68588,17,59,26,2024-06-02,2024-07-09,12,Operations
ITEM1578,Servers,Cisco Servers 1872,Cisco,Branch-LA,Out of Stock,0,951,0,19,66,34,2024-04-12,2024-08-09,24,Marketing
ITEM1579,Servers,Cisco Servers 2211,Cisco,Branch-NY,In Stock,45,380,17100,22,57,8,2024-04-23,2024-07-12,24,IT
ITEM1580,Servers,LG Servers 8151,LG,Branch-Chicago,In Stock,77,237,18249,15,49,17,2024-10-20,2024-02-05,36,HR
ITEM1581,Servers,Apple Servers 9906,Apple,Branch-Chicago,In Stock,83,145,12035,9,55,25,2024-03-29,2022-05-01,36,Engineering
ITEM1582,Servers,Apple Servers 6110,Apple,Branch-Seattle,Out of Stock,0,798,0,7,53,14,2024-07-21,2024-06-02,12,Sales
ITEM1583,Servers,Microsoft Servers 5880,Microsoft,Branch-Seattle,Allocated,96,1736,166656,9,41,17,2024-08-03,2024-07-14,36,IT
ITEM1584,Servers,Apple Servers 1836,Apple,Branch-Chicago,Under Repair,17,1169,19873,10,69,6,2024-10-14,2023-07-25,12,Operations
ITEM1585,Servers,Samsung Servers 3535,Samsung,Remote-Stock,In Stock,20,1408,28160,10,62,12,2024-08-22,2023-09-29,12,Engineering
ITEM1586,Servers,Dell Servers 7676,Dell,Remote-Stock,In Stock,96,1952,187392,23,47,13,2024-05-08,2024-02-06,12,Finance
ITEM1587,Servers,Microsoft Servers 6515,Microsoft,Branch-Seattle,Under Repair,80,1530,122400,6,68,24,2024-05-28,2024-03-04,12,Sales
ITEM1588,Servers,Microsoft Servers 3441,Microsoft,Branch-LA,Allocated,32,1468,46976,19,50,22,2024-09-10,2023-06-13,24,Finance
ITEM1589,Servers,HP Servers 3009,HP,Branch-Seattle,Allocated,84,674,56616,11,26,31,2024-09-24,2024-05-21,36,Engineering
ITEM1590,Servers,Apple Servers 4240,Apple,Branch-Seattle,In Transit,13,587,7631,9,20,13,2024-01-02,2024-09-22,24,Engineering
ITEM1591,Servers,Dell Servers 2858,Dell,Remote-Stock,Allocated,99,566,56034,12,35,23,2024-10-07,2024-07-27,24,IT
ITEM1592,Servers,ASUS Servers 3808,ASUS,Remote-Stock,Allocated,71,1829,129859,14,34,16,2024-03-04,2023-03-17,36,HR
ITEM1593,Servers,Lenovo Servers 1095,Lenovo,Branch-LA,In Stock,2,619,1238,9,59,19,2024-07-13,2024-03-07,48,Operations
ITEM1594,Servers,HP Servers 5468,HP,Branch-LA,Allocated,54,1834,99036,13,22,12,2024-05-09,2022-12-27,24,Operations
ITEM1595,Servers,HP Servers 3760,HP,Branch-Seattle,In Transit,31,988,30628,21,34,12,2024-02-14,2022-08-16,48,Operations
ITEM1596,Servers,Dell Servers 9061,Dell,HQ-Warehouse,Obsolete,89,561,49929,16,57,19,2024-08-03,2024-05-20,36,IT
ITEM1597,Servers,Samsung Servers 8963,Samsung,Branch-LA,Out of Stock,0,420,0,9,22,20,2024-04-21,2022-10-24,36,IT
ITEM1598,Servers,Samsung Servers 2684,Samsung,HQ-Warehouse,Under Repair,57,1521,86697,18,23,31,2024-03-08,2024-03-26,12,Finance
ITEM1599,Servers,Lenovo Servers 7658,Lenovo,Branch-Seattle,In Stock,57,1304,74328,10,27,33,2024-05-07,2022-08-11,12,HR
ITEM1600,Servers,LG Servers 1598,LG,HQ-Warehouse,Obsolete,88,584,51392,9,50,17,2024-03-10,2023-04-06,48,Marketing
ITEM1601,Servers,Lenovo Servers 4150,Lenovo,HQ-Warehouse,Allocated,7,1021,7147,18,35,28,2024-01-24,2023-06-19,24,Sales
ITEM1602,Servers,HP Servers 3679,HP,Branch-Chicago,Obsolete,11,433,4763,8,23,22,2024-08-23,2022-01-30,48,Marketing
ITEM1603,Servers,Samsung Servers 5612,Samsung,HQ-Warehouse,In Stock,10,866,8660,17,61,16,2024-04-08,2023-07-08,24,Marketing
ITEM1604,Servers,Lenovo Servers 4431,Lenovo,Branch-Chicago,In Transit,61,1834,111874,10,59,26,2024-09-25,2022-03-26,12,Marketing
ITEM1605,Servers,Cisco Servers 1594,Cisco,Remote-Stock,Allocated,47,802,37694,10,53,19,2024-08-11,2024-07-30,12,Operations
ITEM1606,Servers,Cisco Servers 8283,Cisco,Branch-LA,Out of Stock,0,1511,0,6,45,13,2024-08-01,2022-07-23,12,Operations
ITEM1607,Servers,Apple Servers 3398,Apple,Branch-Seattle,In Transit,8,1680,13440,10,48,23,2024-08-14,2024-05-05,48,Sales
ITEM1608,Servers,Cisco Servers 4206,Cisco,Branch-Chicago,Obsolete,18,331,5958,13,60,14,2024-08-31,2022-05-04,48,Operations
ITEM1609,Servers,LG Servers 7048,LG,Branch-Chicago,In Transit,55,1665,91575,19,48,24,2024-05-13,2023-01-24,24,HR
ITEM1610,Servers,Logitech Servers 4544,Logitech,Branch-Chicago,Allocated,22,1504,33088,16,28,29,2024-02-12,2024-06-02,12,IT
ITEM1611,Servers,Dell Servers 1227,Dell,Branch-NY,In Stock,11,1221,13431,8,48,27,2024-03-22,2024-07-17,24,Engineering
ITEM1612,Servers,Dell Servers 2930,Dell,Remote-Stock,Allocated,59,101,5959,15,32,28,2024-10-25,2023-12-17,12,HR
ITEM1613,Servers,Microsoft Servers 3410,Microsoft,Branch-NY,Under Repair,2,1619,3238,17,43,30,2024-10-19,2024-03-22,48,Sales
ITEM1614,Servers,Lenovo Servers 9476,Lenovo,Branch-Chicago,In Stock,15,990,14850,7,51,11,2024-10-01,2023-02-20,36,HR
ITEM1615,Servers,LG Servers 9503,LG,Branch-LA,Under Repair,89,903,80367,13,25,20,2024-09-20,2023-09-29,48,Sales
ITEM1616,Servers,Dell Servers 9773,Dell,Branch-Seattle,Out of Stock,0,1429,0,16,29,23,2024-10-31,2023-02-12,12,IT
ITEM1617,Servers,Dell Servers 3590,Dell,Branch-Seattle,Allocated,68,1779,120972,8,63,23,2024-04-27,2022-03-23,36,HR
ITEM1618,Servers,Microsoft Servers 8189,Microsoft,Branch-NY,Obsolete,31,903,27993,14,37,6,2024-08-11,2023-01-24,12,HR
ITEM1619,Servers,HP Servers 7656,HP,HQ-Warehouse,Out of Stock,0,332,0,19,44,14,2024-10-17,2024-08-27,24,Operations
ITEM1620,Printers,ASUS Printers 3237,ASUS,Branch-NY,In Transit,98,1041,102018,11,45,21,2024-08-06,2024-04-30,24,HR
ITEM1621,Printers,Apple Printers 2004,Apple,Branch-NY,Obsolete,46,1821,83766,14,50,16,2024-08-16,2023-10-03,36,Marketing
ITEM1622,Printers,Dell Printers 5159,Dell,Branch-LA,Allocated,81,1407,113967,21,30,18,2024-07-25,2023-07-27,48,Marketing
ITEM1623,Printers,Logitech Printers 9856,Logitech,Branch-LA,In Stock,34,657,22338,7,58,31,2024-07-03,2023-01-01,12,Finance
ITEM1624,Printers,LG Printers 2609,LG,Branch-NY,In Stock,9,2043,18387,17,67,12,2024-01-20,2024-03-01,48,Operations
ITEM1625,Printers,ASUS Printers 6825,ASUS,Remote-Stock,In Stock,50,1808,90400,15,58,12,2024-08-04,2024-06-07,48,Engineering
ITEM1626,Printers,Logitech Printers 3620,Logitech,Remote-Stock,Under Repair,81,1591,128871,21,25,13,2024-03-26,2023-04-13,36,Marketing
ITEM1627,Printers,Cisco Printers 4601,Cisco,Branch-Chicago,Allocated,84,2089,175476,10,47,32,2024-02-04,2023-05-04,12,Operations
ITEM1628,Printers,HP Printers 4622,HP,Remote-Stock,In Stock,84,1620,136080,6,65,31,2024-01-01,2022-01-28,24,Engineering
ITEM1629,Printers,Microsoft Printers 1403,Microsoft,Branch-LA,Obsolete,20,2060,41200,20,57,22,2024-04-19,2022-12-17,24,Engineering
ITEM1630,Printers,ASUS Printers 4150,ASUS,Branch-Chicago,In Stock,99,392,38808,24,47,33,2024-04-29,2022-08-07,12,Operations
ITEM1631,Printers,Microsoft Printers 9963,Microsoft,Branch-Chicago,Under Repair,3,1809,5427,6,59,15,2024-08-23,2022-09-30,12,Marketing
ITEM1632,Printers,Logitech Printers 6211,Logitech,Branch-LA,In Transit,73,990,72270,6,21,20,2024-04-28,2024-09-06,12,Operations
ITEM1633,Printers,Samsung Printers 8499,Samsung,HQ-Warehouse,In Transit,43,144,6192,12,24,22,2024-08-07,2023-05-01,36,Marketing
ITEM1634,Printers,Logitech Printers 8959,Logitech,HQ-Warehouse,In Transit,62,266,16492,14,41,32,2024-01-16,2023-08-16,12,Engineering
ITEM1635,Printers,Samsung Printers 8539,Samsung,HQ-Warehouse,In Transit,82,1867,153094,18,48,26,2024-09-01,2022-04-17,48,Marketing
ITEM1636,Printers,Microsoft Printers 6504,Microsoft,Branch-LA,Under Repair,16,145,2320,15,39,23,2024-03-28,2024-07-28,24,Sales
ITEM1637,Printers,HP Printers 9506,HP,Remote-Stock,Under Repair,33,1571,51843,24,35,12,2024-01-30,2022-09-13,48,Operations
ITEM1638,Printers,Samsung Printers 1402,Samsung,Branch-NY,Out of Stock,0,1368,0,19,43,8,2024-04-29,2024-07-11,24,Sales
ITEM1639,Printers,Apple Printers 7301,Apple,Branch-LA,Under Repair,69,156,10764,7,49,27,2024-03-08,2023-12-05,48,HR
ITEM1640,Printers,Apple Printers 1804,Apple,HQ-Warehouse,Out of Stock,0,270,0,8,60,20,2024-03-17,2022-03-19,12,Marketing
ITEM1641,Printers,HP Printers 3464,HP,Branch-Chicago,In Transit,40,1843,73720,8,53,10,2024-03-14,2024-08-17,12,Marketing
ITEM1642,Printers,Dell Printers 8051,Dell,Branch-NY,Under Repair,85,953,81005,18,64,32,2024-05-31,2023-11-21,48,Finance
ITEM1643,Printers,HP Printers 6250,HP,Branch-Chicago,In Stock,8,480,3840,19,65,9,2024-07-19,2023-03-04,48,HR
ITEM1644,Printers,Apple Printers 1559,Apple,Branch-Seattle,Allocated,17,909,15453,10,38,24,2024-03-14,2023-08-25,24,Operations
ITEM1645,Printers,Apple Printers 8249,Apple,HQ-Warehouse,In Stock,49,1520,74480,19,45,7,2024-07-24,2023-01-23,12,Marketing
ITEM1646,Printers,Samsung Printers 5367,Samsung,Branch-NY,Out of Stock,0,1925,0,24,60,5,2024-09-04,2022-03-04,48,IT
ITEM1647,Printers,ASUS Printers 3888,ASUS,Branch-Seattle,Obsolete,49,1529,74921,7,36,30,2024-01-05,2022-08-20,36,Marketing
ITEM1648,Printers,ASUS Printers 6669,ASUS,Branch-LA,Allocated,46,138,6348,6,52,16,2024-10-11,2024-07-15,24,IT
ITEM1649,Printers,HP Printers 4485,HP,Branch-Chicago,Allocated,98,1016,99568,17,57,14,2024-06-07,2022-07-25,36,Finance
ITEM1650,Printers,Logitech Printers 3242,Logitech,Branch-Seattle,Out of Stock,0,1712,0,11,50,12,2024-02-24,2022-11-18,48,Finance
ITEM1651,Printers,Apple Printers 2558,Apple,Branch-Chicago,Obsolete,76,847,64372,8,64,19,2024-05-15,2023-10-11,48,IT
ITEM1652,Printers,HP Printers 2118,HP,Branch-Seattle,Out of Stock,0,491,0,7,45,30,2024-09-14,2022-04-21,36,Operations
ITEM1653,Printers,Lenovo Printers 2293,Lenovo,Branch-Chicago,In Transit,90,943,84870,19,37,9,2024-09-12,2022-11-23,48,Engineering
ITEM1654,Printers,Cisco Printers 9679,Cisco,Branch-NY,Allocated,20,155,3100,11,24,17,2024-07-25,2022-10-15,36,Finance
ITEM1655,Printers,Apple Printers 4684,Apple,Branch-NY,Allocated,3,102,306,18,27,23,2024-05-25,2023-07-24,12,HR
ITEM1656,Printers,Samsung Printers 2532,Samsung,Branch-Seattle,Allocated,42,268,11256,12,34,30,2024-05-15,2024-07-29,36,HR
ITEM1657,Printers,Apple Printers 7927,Apple,Branch-NY,Under Repair,57,441,25137,14,34,10,2024-10-10,2023-01-13,12,HR
ITEM1658,Printers,Samsung Printers 7560,Samsung,Branch-LA,Out of Stock,0,405,0,12,35,15,2024-06-05,2024-05-22,48,Engineering
ITEM1659,Printers,Microsoft Printers 2466,Microsoft,Remote-Stock,In Transit,57,482,27474,15,44,17,2024-05-25,2023-02-17,24,HR
ITEM1660,Printers,Logitech Printers 9371,Logitech,Branch-LA,In Transit,32,532,17024,11,43,10,2024-09-04,2023-11-03,24,Marketing
ITEM1661,Printers,Dell Printers 5817,Dell,Branch-NY,Allocated,84,749,62916,14,35,18,2024-08-26,2023-05-02,12,IT
ITEM1662,Printers,Dell Printers 4805,Dell,Branch-LA,Obsolete,32,1838,58816,13,42,11,2024-02-22,2024-03-12,48,Sales
ITEM1663,Printers,LG Printers 8654,LG,Branch-LA,Under Repair,39,1430,55770,10,47,11,2024-09-13,2022-12-31,24,Sales
ITEM1664,Printers,LG Printers 5395,LG,Branch-Chicago,Out of Stock,0,1684,0,6,45,23,2024-02-24,2023-01-31,12,Finance
ITEM1665,Printers,HP Printers 3564,HP,Branch-Seattle,Under Repair,38,785,29830,8,64,10,2024-07-01,2023-06-05,36,Marketing
ITEM1666,Printers,Cisco Printers 3001,Cisco,Branch-Seattle,Allocated,78,333,25974,13,39,7,2024-03-14,2023-01-07,24,Engineering
ITEM1667,Printers,HP Printers 6668,HP,Branch-LA,In Transit,54,901,48654,5,35,14,2024-04-30,2022-09-20,24,HR
ITEM1668,Printers,Dell Printers 9893,Dell,Branch-Seattle,Allocated,37,734,27158,6,55,31,2024-07-20,2022-12-16,24,IT
ITEM1669,Printers,LG Printers 1836,LG,Branch-Seattle,Under Repair,21,1984,41664,22,60,23,2024-07-08,2022-09-16,12,Operations
ITEM1670,Printers,Cisco Printers 4507,Cisco,Branch-Seattle,Obsolete,84,326,27384,23,52,28,2024-04-26,2022-02-21,48,Finance
ITEM1671,Printers,Apple Printers 8222,Apple,HQ-Warehouse,Under Repair,99,1527,151173,24,33,30,2024-09-17,2023-01-05,48,Engineering
ITEM1672,Printers,Samsung Printers 7454,Samsung,Remote-Stock,In Transit,39,1183,46137,6,33,27,2024-10-04,2023-11-29,48,Engineering
ITEM1673,Printers,Cisco Printers 5168,Cisco,Branch-Seattle,Obsolete,49,1605,78645,22,50,28,2024-05-01,2024-09-03,12,Operations
ITEM1674,Printers,Apple Printers 9819,Apple,Branch-LA,Out of Stock,0,551,0,17,69,24,2024-07-19,2023-01-21,12,Sales
ITEM1675,Printers,Apple Printers 8300,Apple,Branch-NY,In Stock,47,1580,74260,13,54,24,2024-01-09,2022-12-14,24,Operations
ITEM1676,Printers,Dell Printers 1156,Dell,Branch-Chicago,Out of Stock,0,1211,0,20,20,16,2024-04-07,2022-08-14,36,Sales
ITEM1677,Printers,Lenovo Printers 6560,Lenovo,Branch-Seattle,Under Repair,26,265,6890,8,31,33,2024-01-11,2024-04-24,48,Finance
ITEM1678,Printers,Dell Printers 6253,Dell,Remote-Stock,In Transit,25,1659,41475,15,47,13,2024-07-20,2022-08-12,24,Engineering
ITEM1679,Printers,Apple Printers 1284,Apple,Remote-Stock,Obsolete,89,1197,106533,14,58,8,2024-03-29,2022-05-08,24,Marketing
ITEM1680,Printers,Lenovo Printers 3460,Lenovo,Remote-Stock,Allocated,5,391,1955,24,30,5,2024-06-05,2022-05-17,24,Marketing
ITEM1681,Printers,Samsung Printers 1812,Samsung,Branch-NY,In Transit,18,125,2250,5,53,10,2024-07-26,2022-02-10,12,Engineering
ITEM1682,Printers,Microsoft Printers 8284,Microsoft,Branch-Chicago,In Stock,85,320,27200,24,41,7,2024-06-19,2023-08-12,48,Engineering
